,country,sector,value,timestamp,year,month,day
51088,EU27 & UK,Domestic Aviation,0.0324237,1546617600,2019,1,5
51089,France,Domestic Aviation,0.00412921,1546617600,2019,1,5
51090,Germany,Domestic Aviation,0.00279938,1546617600,2019,1,5
51091,India,Domestic Aviation,0.0202223,1546617600,2019,1,5
51092,Italy,Domestic Aviation,0.00450801,1546617600,2019,1,5
51093,Japan,Domestic Aviation,0.0245025,1546617600,2019,1,5
51094,ROW,Domestic Aviation,0.17280299999999998,1546617600,2019,1,5
51095,Russia,Domestic Aviation,0.0377107,1546617600,2019,1,5
51096,Spain,Domestic Aviation,0.0139083,1546617600,2019,1,5
51097,UK,Domestic Aviation,0.00344174,1546617600,2019,1,5
51098,US,Domestic Aviation,0.439722,1546617600,2019,1,5
51099,WORLD,Domestic Aviation,0.917975,1546617600,2019,1,5
51100,Brazil,Domestic Aviation,0.0296616,1546704000,2019,1,6
51101,China,Domestic Aviation,0.164577,1546704000,2019,1,6
51102,EU27 & UK,Domestic Aviation,0.0391032,1546704000,2019,1,6
51103,France,Domestic Aviation,0.00503477,1546704000,2019,1,6
51104,Germany,Domestic Aviation,0.00406599,1546704000,2019,1,6
51105,India,Domestic Aviation,0.0199796,1546704000,2019,1,6
51106,Italy,Domestic Aviation,0.00500853,1546704000,2019,1,6
51107,Japan,Domestic Aviation,0.0253673,1546704000,2019,1,6
51108,ROW,Domestic Aviation,0.181727,1546704000,2019,1,6
51109,Russia,Domestic Aviation,0.0371817,1546704000,2019,1,6
51110,Spain,Domestic Aviation,0.014723599999999998,1546704000,2019,1,6
51111,UK,Domestic Aviation,0.00504531,1546704000,2019,1,6
51112,US,Domestic Aviation,0.421437,1546704000,2019,1,6
51113,WORLD,Domestic Aviation,0.919034,1546704000,2019,1,6
51114,Brazil,Domestic Aviation,0.032792199999999994,1546790400,2019,1,7
51115,China,Domestic Aviation,0.163271,1546790400,2019,1,7
51116,EU27 & UK,Domestic Aviation,0.044521,1546790400,2019,1,7
51117,France,Domestic Aviation,0.00582022,1546790400,2019,1,7
51118,Germany,Domestic Aviation,0.00582282,1546790400,2019,1,7
51119,India,Domestic Aviation,0.0205101,1546790400,2019,1,7
51120,Italy,Domestic Aviation,0.00520269,1546790400,2019,1,7
51121,Japan,Domestic Aviation,0.0247957,1546790400,2019,1,7
51122,ROW,Domestic Aviation,0.187504,1546790400,2019,1,7
51123,Russia,Domestic Aviation,0.040682800000000005,1546790400,2019,1,7
51124,Spain,Domestic Aviation,0.015212200000000002,1546790400,2019,1,7
51125,UK,Domestic Aviation,0.00665517,1546790400,2019,1,7
51126,US,Domestic Aviation,0.444809,1546790400,2019,1,7
51127,WORLD,Domestic Aviation,0.958887,1546790400,2019,1,7
51128,Brazil,Domestic Aviation,0.0325468,1546876800,2019,1,8
51129,China,Domestic Aviation,0.161448,1546876800,2019,1,8
51130,EU27 & UK,Domestic Aviation,0.0412638,1546876800,2019,1,8
51131,France,Domestic Aviation,0.00553909,1546876800,2019,1,8
51132,Germany,Domestic Aviation,0.0061852,1546876800,2019,1,8
51133,India,Domestic Aviation,0.0201349,1546876800,2019,1,8
51134,Italy,Domestic Aviation,0.00448577,1546876800,2019,1,8
51135,Japan,Domestic Aviation,0.0241485,1546876800,2019,1,8
51136,ROW,Domestic Aviation,0.183523,1546876800,2019,1,8
51137,Russia,Domestic Aviation,0.04025669999999999,1546876800,2019,1,8
51138,Spain,Domestic Aviation,0.0132839,1546876800,2019,1,8
51139,UK,Domestic Aviation,0.00629097,1546876800,2019,1,8
51140,US,Domestic Aviation,0.46525,1546876800,2019,1,8
51141,WORLD,Domestic Aviation,0.968572,1546876800,2019,1,8
51142,Brazil,Domestic Aviation,0.0326431,1546963200,2019,1,9
51143,China,Domestic Aviation,0.163608,1546963200,2019,1,9
51144,EU27 & UK,Domestic Aviation,0.0421575,1546963200,2019,1,9
51145,France,Domestic Aviation,0.00585913,1546963200,2019,1,9
51146,Germany,Domestic Aviation,0.00580074,1546963200,2019,1,9
51147,India,Domestic Aviation,0.0208484,1546963200,2019,1,9
51148,Italy,Domestic Aviation,0.00459602,1546963200,2019,1,9
51149,Japan,Domestic Aviation,0.024273199999999998,1546963200,2019,1,9
51150,ROW,Domestic Aviation,0.179559,1546963200,2019,1,9
51151,Russia,Domestic Aviation,0.0388488,1546963200,2019,1,9
51152,Spain,Domestic Aviation,0.0138558,1546963200,2019,1,9
51153,UK,Domestic Aviation,0.00626325,1546963200,2019,1,9
51154,US,Domestic Aviation,0.452928,1546963200,2019,1,9
51155,WORLD,Domestic Aviation,0.954866,1546963200,2019,1,9
51156,Brazil,Domestic Aviation,0.034396699999999995,1547049600,2019,1,10
51157,China,Domestic Aviation,0.17105,1547049600,2019,1,10
51158,EU27 & UK,Domestic Aviation,0.0422364,1547049600,2019,1,10
51159,France,Domestic Aviation,0.00585516,1547049600,2019,1,10
51160,Germany,Domestic Aviation,0.00419166,1547049600,2019,1,10
51161,India,Domestic Aviation,0.0209757,1547049600,2019,1,10
51162,Italy,Domestic Aviation,0.00479602,1547049600,2019,1,10
51163,Japan,Domestic Aviation,0.025779200000000002,1547049600,2019,1,10
51164,ROW,Domestic Aviation,0.193917,1547049600,2019,1,10
51165,Russia,Domestic Aviation,0.0396388,1547049600,2019,1,10
51166,Spain,Domestic Aviation,0.014125,1547049600,2019,1,10
51167,UK,Domestic Aviation,0.00696554,1547049600,2019,1,10
51168,US,Domestic Aviation,0.515588,1547049600,2019,1,10
51169,WORLD,Domestic Aviation,1.04358,1547049600,2019,1,10
51170,Brazil,Domestic Aviation,0.0284469,1547136000,2019,1,11
51171,China,Domestic Aviation,0.134222,1547136000,2019,1,11
51172,EU27 & UK,Domestic Aviation,0.0434784,1547136000,2019,1,11
51173,France,Domestic Aviation,0.00625685,1547136000,2019,1,11
51174,Germany,Domestic Aviation,0.005627,1547136000,2019,1,11
51175,India,Domestic Aviation,0.0179522,1547136000,2019,1,11
51176,Italy,Domestic Aviation,0.00406564,1547136000,2019,1,11
51177,Japan,Domestic Aviation,0.017830900000000004,1547136000,2019,1,11
51178,ROW,Domestic Aviation,0.151668,1547136000,2019,1,11
51179,Russia,Domestic Aviation,0.0350665,1547136000,2019,1,11
51180,Spain,Domestic Aviation,0.0150469,1547136000,2019,1,11
51181,UK,Domestic Aviation,0.00705288,1547136000,2019,1,11
51182,US,Domestic Aviation,0.39523400000000003,1547136000,2019,1,11
51183,WORLD,Domestic Aviation,0.8238979999999999,1547136000,2019,1,11
51184,Brazil,Domestic Aviation,0.0321828,1547222400,2019,1,12
51185,China,Domestic Aviation,0.162364,1547222400,2019,1,12
51186,EU27 & UK,Domestic Aviation,0.028674500000000002,1547222400,2019,1,12
51187,France,Domestic Aviation,0.0031005,1547222400,2019,1,12
51188,Germany,Domestic Aviation,0.00342146,1547222400,2019,1,12
51189,India,Domestic Aviation,0.0207481,1547222400,2019,1,12
51190,Italy,Domestic Aviation,0.00371116,1547222400,2019,1,12
51191,Japan,Domestic Aviation,0.0246975,1547222400,2019,1,12
51192,ROW,Domestic Aviation,0.160681,1547222400,2019,1,12
51193,Russia,Domestic Aviation,0.035902699999999996,1547222400,2019,1,12
51194,Spain,Domestic Aviation,0.0122991,1547222400,2019,1,12
51195,UK,Domestic Aviation,0.00290952,1547222400,2019,1,12
51196,US,Domestic Aviation,0.404564,1547222400,2019,1,12
51197,WORLD,Domestic Aviation,0.869814,1547222400,2019,1,12
51198,Brazil,Domestic Aviation,0.0296433,1547308800,2019,1,13
51199,China,Domestic Aviation,0.16208399999999998,1547308800,2019,1,13
51200,EU27 & UK,Domestic Aviation,0.036655900000000005,1547308800,2019,1,13
51201,France,Domestic Aviation,0.00442702,1547308800,2019,1,13
51202,Germany,Domestic Aviation,0.00422419,1547308800,2019,1,13
51203,India,Domestic Aviation,0.020425400000000003,1547308800,2019,1,13
51204,Italy,Domestic Aviation,0.0043871000000000005,1547308800,2019,1,13
51205,Japan,Domestic Aviation,0.0244318,1547308800,2019,1,13
51206,ROW,Domestic Aviation,0.169376,1547308800,2019,1,13
51207,Russia,Domestic Aviation,0.0375557,1547308800,2019,1,13
51208,Spain,Domestic Aviation,0.0140476,1547308800,2019,1,13
51209,UK,Domestic Aviation,0.00480087,1547308800,2019,1,13
51210,US,Domestic Aviation,0.361002,1547308800,2019,1,13
51211,WORLD,Domestic Aviation,0.841174,1547308800,2019,1,13
51212,Brazil,Domestic Aviation,0.0327461,1547395200,2019,1,14
51213,China,Domestic Aviation,0.16817000000000001,1547395200,2019,1,14
51214,EU27 & UK,Domestic Aviation,0.044525199999999994,1547395200,2019,1,14
51215,France,Domestic Aviation,0.00621887,1547395200,2019,1,14
51216,Germany,Domestic Aviation,0.00642825,1547395200,2019,1,14
51217,India,Domestic Aviation,0.0206007,1547395200,2019,1,14
51218,Italy,Domestic Aviation,0.00487339,1547395200,2019,1,14
51219,Japan,Domestic Aviation,0.024721299999999998,1547395200,2019,1,14
51220,ROW,Domestic Aviation,0.182863,1547395200,2019,1,14
51221,Russia,Domestic Aviation,0.038283199999999996,1547395200,2019,1,14
51222,Spain,Domestic Aviation,0.0144245,1547395200,2019,1,14
51223,UK,Domestic Aviation,0.006723399999999999,1547395200,2019,1,14
51224,US,Domestic Aviation,0.42728999999999995,1547395200,2019,1,14
51225,WORLD,Domestic Aviation,0.939199,1547395200,2019,1,14
51226,Brazil,Domestic Aviation,0.0335079,1547481600,2019,1,15
51227,China,Domestic Aviation,0.168458,1547481600,2019,1,15
51228,EU27 & UK,Domestic Aviation,0.03979,1547481600,2019,1,15
51229,France,Domestic Aviation,0.00576797,1547481600,2019,1,15
51230,Germany,Domestic Aviation,0.00451756,1547481600,2019,1,15
51231,India,Domestic Aviation,0.0204117,1547481600,2019,1,15
51232,Italy,Domestic Aviation,0.00445419,1547481600,2019,1,15
51233,Japan,Domestic Aviation,0.0243836,1547481600,2019,1,15
51234,ROW,Domestic Aviation,0.180921,1547481600,2019,1,15
51235,Russia,Domestic Aviation,0.0349651,1547481600,2019,1,15
51236,Spain,Domestic Aviation,0.0131054,1547481600,2019,1,15
51237,UK,Domestic Aviation,0.00617631,1547481600,2019,1,15
51238,US,Domestic Aviation,0.448884,1547481600,2019,1,15
51239,WORLD,Domestic Aviation,0.9513209999999999,1547481600,2019,1,15
51240,Brazil,Domestic Aviation,0.0288488,1547568000,2019,1,16
51241,China,Domestic Aviation,0.134974,1547568000,2019,1,16
51242,EU27 & UK,Domestic Aviation,0.0371445,1547568000,2019,1,16
51243,France,Domestic Aviation,0.00533689,1547568000,2019,1,16
51244,Germany,Domestic Aviation,0.00575236,1547568000,2019,1,16
51245,India,Domestic Aviation,0.017059599999999998,1547568000,2019,1,16
51246,Italy,Domestic Aviation,0.00390645,1547568000,2019,1,16
51247,Japan,Domestic Aviation,0.0193988,1547568000,2019,1,16
51248,ROW,Domestic Aviation,0.155086,1547568000,2019,1,16
51249,Russia,Domestic Aviation,0.031224599999999998,1547568000,2019,1,16
51250,Spain,Domestic Aviation,0.0118741,1547568000,2019,1,16
51251,UK,Domestic Aviation,0.00539885,1547568000,2019,1,16
51252,US,Domestic Aviation,0.407555,1547568000,2019,1,16
51253,WORLD,Domestic Aviation,0.831291,1547568000,2019,1,16
51254,Brazil,Domestic Aviation,0.032858099999999994,1547654400,2019,1,17
51255,China,Domestic Aviation,0.168657,1547654400,2019,1,17
51256,EU27 & UK,Domestic Aviation,0.044932599999999996,1547654400,2019,1,17
51257,France,Domestic Aviation,0.00630527,1547654400,2019,1,17
51258,Germany,Domestic Aviation,0.00689436,1547654400,2019,1,17
51259,India,Domestic Aviation,0.0207599,1547654400,2019,1,17
51260,Italy,Domestic Aviation,0.00471037,1547654400,2019,1,17
51261,Japan,Domestic Aviation,0.0239024,1547654400,2019,1,17
51262,ROW,Domestic Aviation,0.184827,1547654400,2019,1,17
51263,Russia,Domestic Aviation,0.0349705,1547654400,2019,1,17
51264,Spain,Domestic Aviation,0.0139131,1547654400,2019,1,17
51265,UK,Domestic Aviation,0.00707702,1547654400,2019,1,17
51266,US,Domestic Aviation,0.47040699999999996,1547654400,2019,1,17
51267,WORLD,Domestic Aviation,0.9813149999999999,1547654400,2019,1,17
51268,Brazil,Domestic Aviation,0.033092,1547740800,2019,1,18
51269,China,Domestic Aviation,0.169432,1547740800,2019,1,18
51270,EU27 & UK,Domestic Aviation,0.0473301,1547740800,2019,1,18
51271,France,Domestic Aviation,0.00669638,1547740800,2019,1,18
51272,Germany,Domestic Aviation,0.00665096,1547740800,2019,1,18
51273,India,Domestic Aviation,0.019412400000000003,1547740800,2019,1,18
51274,Italy,Domestic Aviation,0.00518415,1547740800,2019,1,18
51275,Japan,Domestic Aviation,0.0245514,1547740800,2019,1,18
51276,ROW,Domestic Aviation,0.184048,1547740800,2019,1,18
51277,Russia,Domestic Aviation,0.0381454,1547740800,2019,1,18
51278,Spain,Domestic Aviation,0.0150138,1547740800,2019,1,18
51279,UK,Domestic Aviation,0.00724733,1547740800,2019,1,18
51280,US,Domestic Aviation,0.49076800000000004,1547740800,2019,1,18
51281,WORLD,Domestic Aviation,1.00678,1547740800,2019,1,18
51282,Brazil,Domestic Aviation,0.030989299999999997,1547827200,2019,1,19
51283,China,Domestic Aviation,0.170405,1547827200,2019,1,19
51284,EU27 & UK,Domestic Aviation,0.028963799999999998,1547827200,2019,1,19
51285,France,Domestic Aviation,0.00320833,1547827200,2019,1,19
51286,Germany,Domestic Aviation,0.00358163,1547827200,2019,1,19
51287,India,Domestic Aviation,0.0201721,1547827200,2019,1,19
51288,Italy,Domestic Aviation,0.00371427,1547827200,2019,1,19
51289,Japan,Domestic Aviation,0.0247252,1547827200,2019,1,19
51290,ROW,Domestic Aviation,0.164719,1547827200,2019,1,19
51291,Russia,Domestic Aviation,0.034979500000000004,1547827200,2019,1,19
51292,Spain,Domestic Aviation,0.0125165,1547827200,2019,1,19
51293,UK,Domestic Aviation,0.00285749,1547827200,2019,1,19
51294,US,Domestic Aviation,0.395898,1547827200,2019,1,19
51295,WORLD,Domestic Aviation,0.8708520000000001,1547827200,2019,1,19
51296,Brazil,Domestic Aviation,0.0292442,1547913600,2019,1,20
51297,China,Domestic Aviation,0.17178800000000002,1547913600,2019,1,20
51298,EU27 & UK,Domestic Aviation,0.037505800000000006,1547913600,2019,1,20
51299,France,Domestic Aviation,0.00464937,1547913600,2019,1,20
51300,Germany,Domestic Aviation,0.00432331,1547913600,2019,1,20
51301,India,Domestic Aviation,0.0198238,1547913600,2019,1,20
51302,Italy,Domestic Aviation,0.00440701,1547913600,2019,1,20
51303,Japan,Domestic Aviation,0.024404,1547913600,2019,1,20
51304,ROW,Domestic Aviation,0.168258,1547913600,2019,1,20
51305,Russia,Domestic Aviation,0.0345593,1547913600,2019,1,20
51306,Spain,Domestic Aviation,0.0142625,1547913600,2019,1,20
51307,UK,Domestic Aviation,0.00493026,1547913600,2019,1,20
51308,US,Domestic Aviation,0.323156,1547913600,2019,1,20
51309,WORLD,Domestic Aviation,0.808739,1547913600,2019,1,20
51310,Brazil,Domestic Aviation,0.0318397,1548000000,2019,1,21
51311,China,Domestic Aviation,0.17496099999999998,1548000000,2019,1,21
51312,EU27 & UK,Domestic Aviation,0.0452256,1548000000,2019,1,21
51313,France,Domestic Aviation,0.00645524,1548000000,2019,1,21
51314,Germany,Domestic Aviation,0.00656598,1548000000,2019,1,21
51315,India,Domestic Aviation,0.0202906,1548000000,2019,1,21
51316,Italy,Domestic Aviation,0.00492592,1548000000,2019,1,21
51317,Japan,Domestic Aviation,0.0241769,1548000000,2019,1,21
51318,ROW,Domestic Aviation,0.181916,1548000000,2019,1,21
51319,Russia,Domestic Aviation,0.035938300000000006,1548000000,2019,1,21
51320,Spain,Domestic Aviation,0.0146829,1548000000,2019,1,21
51321,UK,Domestic Aviation,0.00662064,1548000000,2019,1,21
51322,US,Domestic Aviation,0.403488,1548000000,2019,1,21
51323,WORLD,Domestic Aviation,0.9178360000000001,1548000000,2019,1,21
51324,Brazil,Domestic Aviation,0.0329621,1548086400,2019,1,22
51325,China,Domestic Aviation,0.174328,1548086400,2019,1,22
51326,EU27 & UK,Domestic Aviation,0.041412199999999996,1548086400,2019,1,22
51327,France,Domestic Aviation,0.00555372,1548086400,2019,1,22
51328,Germany,Domestic Aviation,0.00668563,1548086400,2019,1,22
51329,India,Domestic Aviation,0.0196357,1548086400,2019,1,22
51330,Italy,Domestic Aviation,0.00439953,1548086400,2019,1,22
51331,Japan,Domestic Aviation,0.0243303,1548086400,2019,1,22
51332,ROW,Domestic Aviation,0.182776,1548086400,2019,1,22
51333,Russia,Domestic Aviation,0.0339355,1548086400,2019,1,22
51334,Spain,Domestic Aviation,0.012925899999999999,1548086400,2019,1,22
51335,UK,Domestic Aviation,0.00608011,1548086400,2019,1,22
51336,US,Domestic Aviation,0.456366,1548086400,2019,1,22
51337,WORLD,Domestic Aviation,0.9657450000000001,1548086400,2019,1,22
51338,Brazil,Domestic Aviation,0.0317342,1548172800,2019,1,23
51339,China,Domestic Aviation,0.176564,1548172800,2019,1,23
51340,EU27 & UK,Domestic Aviation,0.043261,1548172800,2019,1,23
51341,France,Domestic Aviation,0.006155600000000001,1548172800,2019,1,23
51342,Germany,Domestic Aviation,0.00668608,1548172800,2019,1,23
51343,India,Domestic Aviation,0.0204041,1548172800,2019,1,23
51344,Italy,Domestic Aviation,0.00457585,1548172800,2019,1,23
51345,Japan,Domestic Aviation,0.0238183,1548172800,2019,1,23
51346,ROW,Domestic Aviation,0.181024,1548172800,2019,1,23
51347,Russia,Domestic Aviation,0.0334996,1548172800,2019,1,23
51348,Spain,Domestic Aviation,0.013444299999999998,1548172800,2019,1,23
51349,UK,Domestic Aviation,0.00622663,1548172800,2019,1,23
51350,US,Domestic Aviation,0.442647,1548172800,2019,1,23
51351,WORLD,Domestic Aviation,0.952952,1548172800,2019,1,23
51352,Brazil,Domestic Aviation,0.032268200000000004,1548259200,2019,1,24
51353,China,Domestic Aviation,0.176569,1548259200,2019,1,24
51354,EU27 & UK,Domestic Aviation,0.0454398,1548259200,2019,1,24
51355,France,Domestic Aviation,0.00645378,1548259200,2019,1,24
51356,Germany,Domestic Aviation,0.00691654,1548259200,2019,1,24
51357,India,Domestic Aviation,0.020236700000000003,1548259200,2019,1,24
51358,Italy,Domestic Aviation,0.00475921,1548259200,2019,1,24
51359,Japan,Domestic Aviation,0.0239448,1548259200,2019,1,24
51360,ROW,Domestic Aviation,0.184386,1548259200,2019,1,24
51361,Russia,Domestic Aviation,0.0346416,1548259200,2019,1,24
51362,Spain,Domestic Aviation,0.0139048,1548259200,2019,1,24
51363,UK,Domestic Aviation,0.00716318,1548259200,2019,1,24
51364,US,Domestic Aviation,0.47340299999999996,1548259200,2019,1,24
51365,WORLD,Domestic Aviation,0.9908889999999999,1548259200,2019,1,24
51366,Brazil,Domestic Aviation,0.0314528,1548345600,2019,1,25
51367,China,Domestic Aviation,0.17431,1548345600,2019,1,25
51368,EU27 & UK,Domestic Aviation,0.047242599999999996,1548345600,2019,1,25
51369,France,Domestic Aviation,0.00676364,1548345600,2019,1,25
51370,Germany,Domestic Aviation,0.00628998,1548345600,2019,1,25
51371,India,Domestic Aviation,0.0212345,1548345600,2019,1,25
51372,Italy,Domestic Aviation,0.00515444,1548345600,2019,1,25
51373,Japan,Domestic Aviation,0.0244711,1548345600,2019,1,25
51374,ROW,Domestic Aviation,0.185371,1548345600,2019,1,25
51375,Russia,Domestic Aviation,0.037109699999999995,1548345600,2019,1,25
51376,Spain,Domestic Aviation,0.015174600000000002,1548345600,2019,1,25
51377,UK,Domestic Aviation,0.00735382,1548345600,2019,1,25
51378,US,Domestic Aviation,0.48558199999999996,1548345600,2019,1,25
51379,WORLD,Domestic Aviation,1.0067700000000002,1548345600,2019,1,25
51380,Brazil,Domestic Aviation,0.029396699999999998,1548432000,2019,1,26
51381,China,Domestic Aviation,0.17751,1548432000,2019,1,26
51382,EU27 & UK,Domestic Aviation,0.0287388,1548432000,2019,1,26
51383,France,Domestic Aviation,0.00334639,1548432000,2019,1,26
51384,Germany,Domestic Aviation,0.00351496,1548432000,2019,1,26
51385,India,Domestic Aviation,0.0196241,1548432000,2019,1,26
51386,Italy,Domestic Aviation,0.00345008,1548432000,2019,1,26
51387,Japan,Domestic Aviation,0.0244047,1548432000,2019,1,26
51388,ROW,Domestic Aviation,0.1633,1548432000,2019,1,26
51389,Russia,Domestic Aviation,0.0325404,1548432000,2019,1,26
51390,Spain,Domestic Aviation,0.0121646,1548432000,2019,1,26
51391,UK,Domestic Aviation,0.0030025,1548432000,2019,1,26
51392,US,Domestic Aviation,0.413857,1548432000,2019,1,26
51393,WORLD,Domestic Aviation,0.8893709999999999,1548432000,2019,1,26
51394,Brazil,Domestic Aviation,0.028461400000000005,1548518400,2019,1,27
51395,China,Domestic Aviation,0.182719,1548518400,2019,1,27
51396,EU27 & UK,Domestic Aviation,0.0374351,1548518400,2019,1,27
51397,France,Domestic Aviation,0.00473478,1548518400,2019,1,27
51398,Germany,Domestic Aviation,0.00426051,1548518400,2019,1,27
51399,India,Domestic Aviation,0.0204928,1548518400,2019,1,27
51400,Italy,Domestic Aviation,0.00444044,1548518400,2019,1,27
51401,Japan,Domestic Aviation,0.024596400000000004,1548518400,2019,1,27
51402,ROW,Domestic Aviation,0.167888,1548518400,2019,1,27
51403,Russia,Domestic Aviation,0.0337157,1548518400,2019,1,27
51404,Spain,Domestic Aviation,0.014020600000000001,1548518400,2019,1,27
51405,UK,Domestic Aviation,0.00501123,1548518400,2019,1,27
51406,US,Domestic Aviation,0.37737800000000005,1548518400,2019,1,27
51407,WORLD,Domestic Aviation,0.8726860000000001,1548518400,2019,1,27
51408,Brazil,Domestic Aviation,0.026822000000000002,1548604800,2019,1,28
51409,China,Domestic Aviation,0.14113,1548604800,2019,1,28
51410,EU27 & UK,Domestic Aviation,0.034436,1548604800,2019,1,28
51411,France,Domestic Aviation,0.00494147,1548604800,2019,1,28
51412,Germany,Domestic Aviation,0.00506813,1548604800,2019,1,28
51413,India,Domestic Aviation,0.0165222,1548604800,2019,1,28
51414,Italy,Domestic Aviation,0.00371319,1548604800,2019,1,28
51415,Japan,Domestic Aviation,0.018566299999999997,1548604800,2019,1,28
51416,ROW,Domestic Aviation,0.153719,1548604800,2019,1,28
51417,Russia,Domestic Aviation,0.0319153,1548604800,2019,1,28
51418,Spain,Domestic Aviation,0.0113409,1548604800,2019,1,28
51419,UK,Domestic Aviation,0.00501547,1548604800,2019,1,28
51420,US,Domestic Aviation,0.398886,1548604800,2019,1,28
51421,WORLD,Domestic Aviation,0.821997,1548604800,2019,1,28
51422,Brazil,Domestic Aviation,0.032058699999999996,1548691200,2019,1,29
51423,China,Domestic Aviation,0.180576,1548691200,2019,1,29
51424,EU27 & UK,Domestic Aviation,0.0420593,1548691200,2019,1,29
51425,France,Domestic Aviation,0.00578218,1548691200,2019,1,29
51426,Germany,Domestic Aviation,0.00672713,1548691200,2019,1,29
51427,India,Domestic Aviation,0.020050099999999998,1548691200,2019,1,29
51428,Italy,Domestic Aviation,0.00444258,1548691200,2019,1,29
51429,Japan,Domestic Aviation,0.0240993,1548691200,2019,1,29
51430,ROW,Domestic Aviation,0.180782,1548691200,2019,1,29
51431,Russia,Domestic Aviation,0.0325916,1548691200,2019,1,29
51432,Spain,Domestic Aviation,0.0128404,1548691200,2019,1,29
51433,UK,Domestic Aviation,0.0062155000000000005,1548691200,2019,1,29
51434,US,Domestic Aviation,0.43825299999999995,1548691200,2019,1,29
51435,WORLD,Domestic Aviation,0.95047,1548691200,2019,1,29
51436,Brazil,Domestic Aviation,0.031775599999999994,1548777600,2019,1,30
51437,China,Domestic Aviation,0.18198599999999998,1548777600,2019,1,30
51438,EU27 & UK,Domestic Aviation,0.042706,1548777600,2019,1,30
51439,France,Domestic Aviation,0.00576959,1548777600,2019,1,30
51440,Germany,Domestic Aviation,0.00666469,1548777600,2019,1,30
51441,India,Domestic Aviation,0.0207376,1548777600,2019,1,30
51442,Italy,Domestic Aviation,0.00450036,1548777600,2019,1,30
51443,Japan,Domestic Aviation,0.0243082,1548777600,2019,1,30
51444,ROW,Domestic Aviation,0.184443,1548777600,2019,1,30
51445,Russia,Domestic Aviation,0.0336731,1548777600,2019,1,30
51446,Spain,Domestic Aviation,0.013475799999999998,1548777600,2019,1,30
51447,UK,Domestic Aviation,0.00632457,1548777600,2019,1,30
51448,US,Domestic Aviation,0.430357,1548777600,2019,1,30
51449,WORLD,Domestic Aviation,0.9499860000000001,1548777600,2019,1,30
51450,Brazil,Domestic Aviation,0.0326616,1548864000,2019,1,31
51451,China,Domestic Aviation,0.182516,1548864000,2019,1,31
51452,EU27 & UK,Domestic Aviation,0.0450671,1548864000,2019,1,31
51453,France,Domestic Aviation,0.00631681,1548864000,2019,1,31
51454,Germany,Domestic Aviation,0.00655907,1548864000,2019,1,31
51455,India,Domestic Aviation,0.0204448,1548864000,2019,1,31
51456,Italy,Domestic Aviation,0.00477814,1548864000,2019,1,31
51457,Japan,Domestic Aviation,0.024075,1548864000,2019,1,31
51458,ROW,Domestic Aviation,0.186306,1548864000,2019,1,31
51459,Russia,Domestic Aviation,0.0347836,1548864000,2019,1,31
51460,Spain,Domestic Aviation,0.014024799999999999,1548864000,2019,1,31
51461,UK,Domestic Aviation,0.00684857,1548864000,2019,1,31
51462,US,Domestic Aviation,0.45596899999999996,1548864000,2019,1,31
51463,WORLD,Domestic Aviation,0.981823,1548864000,2019,1,31
51464,Brazil,Domestic Aviation,0.0316059,1548950400,2019,2,1
51465,China,Domestic Aviation,0.18341500000000002,1548950400,2019,2,1
51466,EU27 & UK,Domestic Aviation,0.0460645,1548950400,2019,2,1
51467,France,Domestic Aviation,0.00640515,1548950400,2019,2,1
51468,Germany,Domestic Aviation,0.00663355,1548950400,2019,2,1
51469,India,Domestic Aviation,0.0211435,1548950400,2019,2,1
51470,Italy,Domestic Aviation,0.00504599,1548950400,2019,2,1
51471,Japan,Domestic Aviation,0.023931400000000002,1548950400,2019,2,1
51472,ROW,Domestic Aviation,0.186882,1548950400,2019,2,1
51473,Russia,Domestic Aviation,0.037293400000000004,1548950400,2019,2,1
51474,Spain,Domestic Aviation,0.0150149,1548950400,2019,2,1
51475,UK,Domestic Aviation,0.00651924,1548950400,2019,2,1
51476,US,Domestic Aviation,0.490151,1548950400,2019,2,1
51477,WORLD,Domestic Aviation,1.02049,1548950400,2019,2,1
51478,Brazil,Domestic Aviation,0.029384500000000004,1549036800,2019,2,2
51479,China,Domestic Aviation,0.18305,1549036800,2019,2,2
51480,EU27 & UK,Domestic Aviation,0.0303117,1549036800,2019,2,2
51481,France,Domestic Aviation,0.00369721,1549036800,2019,2,2
51482,Germany,Domestic Aviation,0.00359158,1549036800,2019,2,2
51483,India,Domestic Aviation,0.0204364,1549036800,2019,2,2
51484,Italy,Domestic Aviation,0.00382054,1549036800,2019,2,2
51485,Japan,Domestic Aviation,0.0243426,1549036800,2019,2,2
51486,ROW,Domestic Aviation,0.166174,1549036800,2019,2,2
51487,Russia,Domestic Aviation,0.034454000000000005,1549036800,2019,2,2
51488,Spain,Domestic Aviation,0.012350299999999998,1549036800,2019,2,2
51489,UK,Domestic Aviation,0.00330494,1549036800,2019,2,2
51490,US,Domestic Aviation,0.425346,1549036800,2019,2,2
51491,WORLD,Domestic Aviation,0.913499,1549036800,2019,2,2
51492,Brazil,Domestic Aviation,0.027457799999999997,1549123200,2019,2,3
51493,China,Domestic Aviation,0.18196099999999998,1549123200,2019,2,3
51494,EU27 & UK,Domestic Aviation,0.035735199999999995,1549123200,2019,2,3
51495,France,Domestic Aviation,0.00465768,1549123200,2019,2,3
51496,Germany,Domestic Aviation,0.0032394,1549123200,2019,2,3
